ROUTE_SORT_ORDER,RIDERSHIP_AVERAGE,YTD_TOTAL_RIDERSHIP_COUNT,QTD_TOTAL_RIDERSHIP_COUNT,PY_QTD_TOTAL_RIDERSHIP_COUNT,PY_YTD_TOTAL_RIDERSHIP_COUNT,PY_RIDERSHIP_AVERAGE,YEAR_NUM,MONTH_NAME,MONTH_SHORT_NAME,MONTH_END_DATE,MONTH_YEAR,DAY_TYPE,MODE_NAME,SUB_MODE,ROUTE_NAME,DATA_AS_OF,SHOW_ON_DASHBOARD,FISCAL_YEAR_NUMBER,FISCAL_MONTH_NUMBER,FISCAL_QUARTER_NUMBER
663,0,1378.33332,0,707.66664,2065.66662,214.66664,2020,June,06-Jun,20200630,Jun-20,Sunday,MetroBus,UT Shuttles,663-Lake Austin/UT,07/31/2021,1,2020,9,3
22,1715.99995,18048.4617,4425.12851,,,,2017,September,09-Sep,20170930,Sep-2017,Saturday,MetroBus,Local Routes,22-Exposition/Chicon Counter-clockwise,07/31/2021,1,2017,12,4
320,5787.33332,29181.52452,12638.73332,,,,2017,February,02-Feb,20170228,Feb-2017,Sunday,MetroBus,Crosstown Routes,320-St. Johns,07/31/2021,1,2017,5,2
2,2703,20397.06654,2703,1776.5,10943.8193,1776.5,2019,April,04-Apr,20190430,Apr-2019,Sunday,MetroBus,Local Routes,2-Rosewood,07/31/2021,1,2019,7,3
110,0,0,0,0,0,0,2020,February,02-Feb,20200229,Feb-20,Weekday,MetroBus,Flyer Routes,110-South Central Flyer,07/31/2021,1,2020,5,2
237,2601.55412,18245.46368,4770.36932,,,,2017,May,05-May,20170531,May-2017,Weekday,MetroBus,Feeder Routes,237-Northeast Feeder,07/31/2021,1,2017,8,3
485,2010.84723,2010.84723,2010.84723,,,,2016,October,10-Oct,20161031,Oct-2016,Weekday,MetroBus,Special Service Routes,485-Night Owl Cameron,07/31/2021,1,2017,1,1
275,0,0,0,0,0,0,2020,June,06-Jun,20200630,Jun-20,Saturday,MetroBus,Feeder Routes,275-North Lamar,07/31/2021,1,2020,9,3
1,51057.21306,153949.34659,153949.34659,212037.05715,212037.05715,62200.2842,2020,December,12-Dec,20201231,Dec-20,Weekday,MetroBus,Local Routes,1-North Lamar/South Congress,07/31/2021,1,2021,3,1
243,9030.1578,99262.68323,26633.47954,,,,2017,September,09-Sep,20170930,Sep-2017,Weekday,MetroBus,Feeder Routes,243-Wells Branch,07/31/2021,1,2017,12,4
18,2161.25,16550.74994,4057.25,3448.24995,24630.97308,2107.24995,2021,May,05-May,20210531,May-20,Saturday,MetroBus,Local Routes,18-Martin Luther King,07/31/2021,1,2021,8,3
481,0,0,0,,,,2017,January,01-Jan,20170131,Jan-2017,Sunday,MetroBus,Special Service Routes,481-Night Owl North Lamar,07/31/2021,1,2017,4,2
672,64,202,202,0,0,0,2020,November,11-Nov,20201130,Nov-20,Sunday,MetroBus,UT Shuttles,672-Lakeshore,07/31/2021,1,2021,2,1
981,0,0,0,0,0,0,2020,October,10-Oct,20201031,Oct-20,Sunday,MetroExpress,MetroExpress,981-Oak Knoll Express,07/31/2021,1,2021,1,1
100,0,0,0,0,0,0,2021,July,07-Jul,20210731,Jul-20,Sunday,MetroBus,Flyer Routes,100-MetroAirport,07/31/2021,1,2021,10,4
320,7101.5833,62259.94109,7101.5833,,,,2017,July,07-Jul,20170731,Jul-2017,Sunday,MetroBus,Crosstown Routes,320-St. Johns,07/31/2021,1,2017,10,4
670,0,366,366,,,,2016,November,11-Nov,20161130,Nov-2016,Saturday,MetroBus,UT Shuttles,670-Crossing Place,07/31/2021,1,2017,2,1
271,5935.53303,41788.32495,5935.53303,4521,34301.00085,4521,2018,April,04-Apr,20180430,Apr-2018,Weekday,MetroBus,Feeder Routes,271-Del Valle,07/31/2021,1,2018,7,3
492,0,17,0,0,28,0,2018,May,05-May,20180531,May-2018,Saturday,MetroBus,Special Service Routes,492-Delwood,07/31/2021,1,2018,8,3
987,0,0,0,0,0,0,2017,November,11-Nov,20171130,Nov-2017,Saturday,MetroExpress,MetroExpress,987-Leander/Lakeline Express,07/31/2021,1,2018,2,1
103,0,0,0,0,0,0,2018,May,05-May,20180531,May-2018,Sunday,MetroBus,Flyer Routes,103-Manchaca Flyer,07/31/2021,1,2018,8,3
335,0,0,0,0,0,0,2018,March,03-Mar,20180331,Mar-2018,Sunday,MetroBus,Crosstown Routes,335-335 35th/38th,07/31/2021,1,2018,6,2
999,51804.99984,386275.9995,103888.99972,98368.99986,370134.95918,50219.99994,2019,May,05-May,20190531,May-2019,Weekday,MetroAccess,MetroAccess,MA-MetroAccess,07/31/2021,1,2019,8,3
486,0,0,0,0,0,0,2017,November,11-Nov,20171130,Nov-2017,Sunday,MetroBus,Special Service Routes,486-Night Owl South Congress,07/31/2021,1,2018,2,1
653,0,0,0,0,0,0,2020,September,09-Sep,20200930,Sep-20,Weekday,MetroBus,UT Shuttles,653-Red River,07/31/2021,1,2020,12,4
214,695.99992,6089.99917,1931.99984,2101.99974,12174.99921,727.9998,2021,June,06-Jun,20210630,Jun-20,Weekday,MetroBus,Feeder Routes,214-Northwest Feeder,07/31/2021,1,2021,9,3
450,0,0,0,0,0,0,2017,December,12-Dec,20171231,Dec-2017,Saturday,MetroBus,Special Service Routes,450-Bus Bridge RATP Dev,07/31/2021,1,2018,3,1
6,1544.74995,10634.71643,2996.7499,2770.4999,9486.63313,1353.49995,2018,May,05-May,20180531,May-2018,Sunday,MetroBus,Local Routes,6-East 12th,07/31/2021,1,2018,8,3
672,0,0,0,0,0,0,2019,November,11-Nov,20191130,Nov-2019,Saturday,MetroBus,UT Shuttles,672-Lakeshore,07/31/2021,1,2020,2,1
37,0,56606.2986,0,8591.59998,74473.07243,8591.59998,2018,July,07-Jul,20180731,Jul-2018,Saturday,MetroBus,Local Routes,37-Colony Park/Windsor Park,07/31/2021,1,2018,10,4
111,0,0,0,0,0,0,2021,March,03-Mar,20210331,Mar-20,Sunday,MetroBus,Flyer Routes,111-South Mopac Flyer,07/31/2021,1,2021,6,2
233,2097.46152,18190.23263,6335.18664,,,,2017,June,06-Jun,20170630,Jun-2017,Weekday,MetroBus,Feeder Routes,233-Decker/Daffan Ln,07/31/2021,1,2017,9,3
663,8594.33322,41210.37126,41210.37126,54079.83623,54079.83623,10432.76664,2019,December,12-Dec,20191231,Dec-2019,Weekday,MetroBus,UT Shuttles,663-Lake Austin/UT,07/31/2021,1,2020,3,1
171,0,0,0,0,0,0,2018,January,01-Jan,20180131,Jan-2018,Sunday,MetroBus,Flyer Routes,171-Oak Hill Flyer,07/31/2021,1,2018,4,2
228,697.24995,1364.99995,1364.99995,1825.73332,1825.73332,1056,2020,November,11-Nov,20201130,Nov-20,Saturday,MetroBus,Feeder Routes,228-VA Clinic,07/31/2021,1,2021,2,1
17,6134.5,39098.44991,12029.16665,,,,2017,May,05-May,20170531,May-2017,Sunday,MetroBus,Local Routes,17-Cesar Chavez,07/31/2021,1,2017,8,3
10,14182.8,87414.34826,23899.46664,22839.8333,131248.24076,14332.8333,2021,May,05-May,20210531,May-20,Sunday,MetroBus,Local Routes,10-South 1st/Red River,07/31/2021,1,2021,8,3
310,4784.8333,42576.74991,4784.8333,4907.74995,9408.74995,4907.74995,2019,July,07-Jul,20190731,Jul-2019,Saturday,MetroBus,Crosstown Routes,310-Parker/Wickersham,07/31/2021,1,2019,10,4
323,1539,11201.74995,2671,4554.99995,17173.06649,2215.5,2019,May,05-May,20190531,May-2019,Sunday,MetroBus,Crosstown Routes,323-Anderson,07/31/2021,1,2019,8,3
142,0,0,0,,,,2017,August,08-Aug,20170831,Aug-2017,Sunday,MetroBus,Flyer Routes,142-Metric Flyer,07/31/2021,1,2017,11,4
333,7677.99995,71644.53646,14836.74995,9948.57779,42636.92769,4806.82784,2019,August,08-Aug,20190831,Aug-2019,Saturday,MetroBus,Crosstown Routes,333-William Cannon,07/31/2021,1,2019,11,4
5,2215.66665,7871.83327,2215.66665,2146.99995,7711.49991,2146.99995,2020,January,01-Jan,20200131,Jan-20,Saturday,MetroBus,Local Routes,5-Woodrow/Lamar,07/31/2021,1,2020,4,2
324,0,0,0,0,0,0,2018,February,02-Feb,20180228,Feb-2018,Saturday,MetroBus,Crosstown Routes,324-Georgian/Ohlen,07/31/2021,1,2018,5,2
103,2331.46188,23956.06703,2331.46188,2119.25217,22580.75006,2119.25217,2019,July,07-Jul,20190731,Jul-2019,Weekday,MetroBus,Flyer Routes,103-Manchaca Flyer,07/31/2021,1,2019,10,4
455,0,0,0,0,0,0,2021,April,04-Apr,20210430,Apr-20,Sunday,MetroBus,Special Service Routes,455-Bus Bridge MV,07/31/2021,1,2021,7,3
271,0,0,0,,,,2016,October,10-Oct,20161031,Oct-2016,Sunday,MetroBus,Feeder Routes,271-Del Valle,07/31/2021,1,2017,1,1
17,35620.03368,406880.27854,131285.54514,147896.2788,438560.21709,52159.9045,2018,June,06-Jun,20180630,Jun-2018,Weekday,MetroBus,Local Routes,17-Cesar Chavez,07/31/2021,1,2018,9,3
486,0,0,0,4596.9682,9916.38081,984.09084,2021,March,03-Mar,20210331,Mar-20,Weekday,MetroBus,Special Service Routes,486-Night Owl South Congress,07/31/2021,1,2021,6,2
228,839.33328,2665.33323,839.33328,940.99995,3492.13323,940.99995,2021,January,01-Jan,20210131,Jan-20,Saturday,MetroBus,Feeder Routes,228-VA Clinic,07/31/2021,1,2021,4,2
127,0,0,0,0,4628.37105,0,2019,August,08-Aug,20190831,Aug-2019,Weekday,MetroBus,Flyer Routes,127-Dove Springs Flyer,07/31/2021,1,2019,11,4
641,0,0,0,,,,2017,July,07-Jul,20170731,Jul-2017,Sunday,MetroBus,UT Shuttles,641-East Campus,07/31/2021,1,2017,10,4
271,23879.65961,23879.65961,23879.65961,6850.7846,6850.7846,6850.7846,2018,October,10-Oct,20181031,Oct-2018,Weekday,MetroBus,Feeder Routes,271-Del Valle,07/31/2021,1,2019,1,1
383,6755.5333,25898.78325,6755.5333,4761.49995,20465.42135,4761.49995,2019,January,01-Jan,20190131,Jan-2019,Saturday,MetroBus,Crosstown Routes,383-Research/Braker,07/31/2021,1,2019,4,2
243,584,3103.67356,1317.95695,,,,2017,February,02-Feb,20170228,Feb-2017,Sunday,MetroBus,Feeder Routes,243-Wells Branch,07/31/2021,1,2017,5,2
653,0,786.38461,0,,,,2017,April,04-Apr,20170430,Apr-2017,Saturday,MetroBus,UT Shuttles,653-Red River,07/31/2021,1,2017,7,3
5,2066.87495,5022.12495,5022.12495,5158.1,5158.1,1776.6,2019,December,12-Dec,20191231,Dec-2019,Sunday,MetroBus,Local Routes,5-Woodrow/Lamar,07/31/2021,1,2020,3,1
345,0,0,0,,,,2017,April,04-Apr,20170430,Apr-2017,Weekday,MetroBus,Crosstown Routes,345-45TH,07/31/2021,1,2017,7,3
466,0,0,0,,,,2017,January,01-Jan,20170131,Jan-2017,Saturday,MetroBus,Special Service Routes,466-Kramer/Domain,07/31/2021,1,2017,4,2
271,1312,1312,1312,1352,1352,1352,2019,October,10-Oct,20191031,Oct-2019,Sunday,MetroBus,Feeder Routes,271-Del Valle,07/31/2021,1,2020,1,1
682,121.99998,955.49997,386.99998,680.5476,1426.53091,247.5,2018,March,03-Mar,20180331,Mar-2018,Sunday,MetroBus,UT Shuttles,682-Forty Acres/East Campus,07/31/2021,1,2018,6,2
641,0,0,0,,,,2016,October,10-Oct,20161031,Oct-2016,Sunday,MetroBus,UT Shuttles,641-East Campus,07/31/2021,1,2017,1,1
412,548.57136,3719.54264,548.57136,1410.23824,9665.24033,1410.23824,2019,April,04-Apr,20190430,Apr-2019,Weekday,MetroBus,Special Service Routes,412-E-Bus/Main Campus,07/31/2021,1,2019,7,3
338,15590.8568,119593.14149,15590.8568,,,,2017,April,04-Apr,20170430,Apr-2017,Weekday,MetroBus,Crosstown Routes,338-Lamar/45th,07/31/2021,1,2017,7,3
550,0,4271,0,,,,2017,June,06-Jun,20170630,Jun-2017,Sunday,MetroRail,MetroRail,550-Metro Rail Red Line,07/31/2021,1,2017,9,3
240,0,0,0,0,0,0,2019,December,12-Dec,20191231,Dec-2019,Weekday,MetroBus,Feeder Routes,240-Rutland,07/31/2021,1,2020,3,1
410,0,0,0,2547.17136,6783.66766,1450.90472,2021,February,02-Feb,20210228,Feb-20,Weekday,MetroBus,Special Service Routes,410-E-Bus/West Campus,07/31/2021,1,2021,5,2
455,0,0,0,,,,2016,December,12-Dec,20161231,Dec-2016,Sunday,MetroBus,Special Service Routes,455-Bus Bridge MV,07/31/2021,1,2017,3,1
465,0,0,0,0,0,0,2019,April,04-Apr,20190430,Apr-2019,Saturday,MetroBus,Special Service Routes,465-MLK/University of Texas,07/31/2021,1,2019,7,3
142,0,0,0,0,0,0,2020,February,02-Feb,20200229,Feb-20,Sunday,MetroBus,Flyer Routes,142-Metric Flyer,07/31/2021,1,2020,5,2
20,13658.7701,111027.22931,13658.7701,8139.6,158993.07133,8139.6,2021,July,07-Jul,20210731,Jul-20,Saturday,MetroBus,Local Routes,20-Manor Rd/Riverside,07/31/2021,1,2021,10,4
671,0,0,0,0,184,0,2021,January,01-Jan,20210131,Jan-20,Saturday,MetroBus,UT Shuttles,671-North Riverside,07/31/2021,1,2021,4,2
5,1664,1664,1664,2937,2937,2937,2018,October,10-Oct,20181031,Oct-2018,Sunday,MetroBus,Local Routes,5-Woodrow/Lamar,07/31/2021,1,2019,1,1
105,0,0,0,,,,2017,June,06-Jun,20170630,Jun-2017,Weekday,MetroBus,Flyer Routes,105-South 5th Flyer,07/31/2021,1,2017,9,3
214,0,0,0,0,0,0,2020,April,04-Apr,20200430,Apr-20,Saturday,MetroBus,Feeder Routes,214-Northwest Feeder,07/31/2021,1,2020,7,3
325,6542,44282.51824,21626.6016,31721.73735,65499.17067,7483,2021,March,03-Mar,20210331,Mar-20,Saturday,MetroBus,Crosstown Routes,325-Metric/Rundberg,07/31/2021,1,2021,6,2
981,0,0,0,0,0,0,2021,May,05-May,20210531,May-20,Saturday,MetroExpress,MetroExpress,981-Oak Knoll Express,07/31/2021,1,2021,8,3
455,0,0,0,0,0,0,2021,May,05-May,20210531,May-20,Weekday,MetroBus,Special Service Routes,455-Bus Bridge MV,07/31/2021,1,2021,8,3
2,13799.94987,234852.59808,43327.20737,77372.22718,289162.31637,25728.411,2020,September,09-Sep,20200930,Sep-20,Weekday,MetroBus,Local Routes,2-Rosewood,07/31/2021,1,2020,12,4
481,1531.2857,7312.0839,1531.2857,,,,2017,January,01-Jan,20170131,Jan-2017,Saturday,MetroBus,Special Service Routes,481-Night Owl North Lamar,07/31/2021,1,2017,4,2
985,0,0,0,2410.1666,2410.1666,415.66664,2020,December,12-Dec,20201231,Dec-20,Saturday,MetroExpress,MetroExpress,985-Leander/Lakeline Direct,07/31/2021,1,2021,3,1
983,0,0,0,0,0,0,2017,October,10-Oct,20171031,Oct-2017,Sunday,MetroExpress,MetroExpress,983-N. U.S. 183 Express,07/31/2021,1,2018,1,1
470,0,0,0,0,0,0,2020,July,07-Jul,20200731,Jul-20,Sunday,MetroBus,Special Service Routes,470-Manor Flex,07/31/2021,1,2020,10,4
470,0,0,0,0,0,0,2020,May,05-May,20200531,May-20,Sunday,MetroBus,Special Service Routes,470-Manor Flex,07/31/2021,1,2020,8,3
466,0,0,0,,,,2017,June,06-Jun,20170630,Jun-2017,Sunday,MetroBus,Special Service Routes,466-Kramer/Domain,07/31/2021,1,2017,9,3
982,0,0,0,0,0,0,2017,October,10-Oct,20171031,Oct-2017,Saturday,MetroExpress,MetroExpress,982-Pavilion Express,07/31/2021,1,2018,1,1
490,0,0,0,0,0,0,2021,April,04-Apr,20210430,Apr-20,Saturday,MetroBus,Special Service Routes,490-HEB Shuttle,07/31/2021,1,2021,7,3
970,0,0,0,0,0,0,2019,September,09-Sep,20190930,Sep-2019,Sunday,MetroExpress,MetroExpress,970-Lantana Express,07/31/2021,1,2019,12,4
640,14874.11964,36047.6786,36047.6786,37299.88413,37299.88413,15470.35252,2019,November,11-Nov,20191130,Nov-2019,Weekday,MetroBus,UT Shuttles,640-Forty Acres,07/31/2021,1,2020,2,1
485,0,0,0,,,,2017,February,02-Feb,20170228,Feb-2017,Sunday,MetroBus,Special Service Routes,485-Night Owl Cameron,07/31/2021,1,2017,5,2
19,1980.74996,26784.27493,7402.49996,,,,2017,June,06-Jun,20170630,Jun-2017,Saturday,MetroBus,Local Routes,19-Bull Creek,07/31/2021,1,2017,9,3
337,21541.11102,196257.51749,21541.11102,16998.27259,307077.70227,16998.27259,2021,July,07-Jul,20210731,Jul-20,Weekday,MetroBus,Crosstown Routes,337-Koenig/Colony Park,07/31/2021,1,2021,10,4
670,316.25,4756.14279,316.25,352.99995,4981.24989,352.99995,2018,July,07-Jul,20180731,Jul-2018,Sunday,MetroBus,UT Shuttles,670-Crossing Place,07/31/2021,1,2018,10,4
30,2531.8,16341.93251,5613.29995,6632,20512.47611,2986,2019,February,02-Feb,20190228,Feb-2019,Saturday,MetroBus,Local Routes,30-Barton Creek Sq,07/31/2021,1,2019,5,2
671,0,384.8,0,,,,2017,April,04-Apr,20170430,Apr-2017,Saturday,MetroBus,UT Shuttles,671-North Riverside,07/31/2021,1,2017,7,3
243,10306.91663,95505.21611,18822.50735,17603.32174,90232.52543,9706.98854,2018,August,08-Aug,20180831,Aug-2018,Weekday,MetroBus,Feeder Routes,243-Wells Branch,07/31/2021,1,2018,11,4
18,23368.23804,142904.06103,70304.18157,49439.54636,99424.8477,17603.92876,2019,March,03-Mar,20190331,Mar-2019,Weekday,MetroBus,Local Routes,18-Martin Luther King,07/31/2021,1,2019,6,2
103,0,0,0,0,0,0,2021,January,01-Jan,20210131,Jan-20,Saturday,MetroBus,Flyer Routes,103-Manchaca Flyer,07/31/2021,1,2021,4,2
10,9067.33332,9067.33332,9067.33332,16654,16654,16654,2020,October,10-Oct,20201031,Oct-20,Sunday,MetroBus,Local Routes,10-South 1st/Red River,07/31/2021,1,2021,1,1
681,0,1352.49999,0,474.99998,1735.19994,125,2020,June,06-Jun,20200630,Jun-20,Sunday,MetroBus,UT Shuttles,681-Intramural/Far West,07/31/2021,1,2020,9,3
135,0,0,0,0,0,0,2018,May,05-May,20180531,May-2018,Saturday,MetroBus,Flyer Routes,135-Dell Limited,07/31/2021,1,2018,8,3
300,18976.2922,81199.04216,18976.2922,18966.23095,86216.00408,18966.23095,2018,January,01-Jan,20180131,Jan-2018,Saturday,MetroBus,Crosstown Routes,300-Springdale/Oltorf,07/31/2021,1,2018,4,2
671,0,0,0,0,0,0,2020,October,10-Oct,20201031,Oct-20,Saturday,MetroBus,UT Shuttles,671-North Riverside,07/31/2021,1,2021,1,1
987,7061.6964,56120.57801,14836.35063,13603.898,51713.02473,6884.812,2018,May,05-May,20180531,May-2018,Weekday,MetroExpress,MetroExpress,987-Leander/Lakeline Express,07/31/2021,1,2018,8,3
392,941,6318.93324,941,748,8790.91659,748,2021,April,04-Apr,20210430,Apr-20,Sunday,MetroBus,Crosstown Routes,392-Braker,07/31/2021,1,2021,7,3
663,194,2259.66662,194,283,2426.4853,283,2019,July,07-Jul,20190731,Jul-2019,Sunday,MetroBus,UT Shuttles,663-Lake Austin/UT,07/31/2021,1,2019,10,4
214,0,0,0,0,0,0,2017,October,10-Oct,20171031,Oct-2017,Sunday,MetroBus,Feeder Routes,214-Northwest Feeder,07/31/2021,1,2018,1,1
345,459,459,459,0,0,0,2018,June,06-Jun,20180630,Jun-2018,Sunday,MetroBus,Crosstown Routes,345-45TH,07/31/2021,1,2018,9,3
21,822.99996,2803.59988,822.99996,701.59995,2482.76659,701.59995,2018,January,01-Jan,20180131,Jan-2018,Sunday,MetroBus,Local Routes,21-Exposition/Chicon Clockwise,07/31/2021,1,2018,4,2
682,0,220,220,,,,2016,December,12-Dec,20161231,Dec-2016,Saturday,MetroBus,UT Shuttles,682-Forty Acres/East Campus,07/31/2021,1,2017,3,1
300,19715.99995,40712.99995,40712.99995,55354.5166,55354.5166,32596.91664,2020,November,11-Nov,20201130,Nov-20,Saturday,MetroBus,Crosstown Routes,300-Springdale/Oltorf,07/31/2021,1,2021,2,1
217,0,0,0,,,,2017,May,05-May,20170531,May-2017,Weekday,MetroBus,Feeder Routes,217-Montopolis Feeder,07/31/2021,1,2017,8,3
318,11263.2608,139859.56182,32477.11762,51532.37278,137236.9254,17129.1052,2020,June,06-Jun,20200630,Jun-20,Weekday,MetroBus,Crosstown Routes,318-Westgate/Slaughter,07/31/2021,1,2020,9,3
19,1650.99995,15906.79985,1650.99995,,,,2017,July,07-Jul,20170731,Jul-2017,Sunday,MetroBus,Local Routes,19-Bull Creek,07/31/2021,1,2017,10,4
171,305.65813,1446.07788,305.65813,3565.97661,13720.481,3565.97661,2021,January,01-Jan,20210131,Jan-20,Weekday,MetroBus,Flyer Routes,171-Oak Hill Flyer,07/31/2021,1,2021,4,2
653,0,0,0,0,0,0,2021,January,01-Jan,20210131,Jan-20,Sunday,MetroBus,UT Shuttles,653-Red River,07/31/2021,1,2021,4,2
412,0,0,0,,,,2017,May,05-May,20170531,May-2017,Sunday,MetroBus,Special Service Routes,412-E-Bus/Main Campus,07/31/2021,1,2017,8,3
17,3529.25,3529.25,3529.25,4135,4135,4135,2020,October,10-Oct,20201031,Oct-20,Saturday,MetroBus,Local Routes,17-Cesar Chavez,07/31/2021,1,2021,1,1
671,0,184,0,0,247.37142,0,2020,February,02-Feb,20200229,Feb-20,Saturday,MetroBus,UT Shuttles,671-North Riverside,07/31/2021,1,2020,5,2
470,0,0,0,435.00357,435.00357,140,2019,December,12-Dec,20191231,Dec-2019,Weekday,MetroBus,Special Service Routes,470-Manor Flex,07/31/2021,1,2020,3,1
21,0,0,0,0,88890.7622,0,2019,August,08-Aug,20190831,Aug-2019,Weekday,MetroBus,Local Routes,21-Exposition/Chicon Clockwise,07/31/2021,1,2019,11,4
228,0,0,0,,,,2017,January,01-Jan,20170131,Jan-2017,Saturday,MetroBus,Feeder Routes,228-VA Clinic,07/31/2021,1,2017,4,2
243,6188.32346,50958.91401,6188.32346,5148.86349,62581.32368,5148.86349,2021,July,07-Jul,20210731,Jul-20,Weekday,MetroBus,Feeder Routes,243-Wells Branch,07/31/2021,1,2021,10,4
322,1284.99996,4467.49994,1284.99996,1483,5836.29162,1483,2021,January,01-Jan,20210131,Jan-20,Sunday,MetroBus,Crosstown Routes,322-Chicon/Cherrywood,07/31/2021,1,2021,4,2
350,4221.75,30744.0332,7269.15,9198.91665,33885.78316,4648.5,2019,May,05-May,20190531,May-2019,Sunday,MetroBus,Crosstown Routes,350-Airport Blvd,07/31/2021,1,2019,8,3
135,0,0,0,0,0,0,2017,December,12-Dec,20171231,Dec-2017,Saturday,MetroBus,Flyer Routes,135-Dell Limited,07/31/2021,1,2018,3,1
450,0,321.0666,0,,,,2017,July,07-Jul,20170731,Jul-2017,Weekday,MetroBus,Special Service Routes,450-Bus Bridge RATP Dev,07/31/2021,1,2017,10,4
411,742,9145.80688,2120.7428,,,,2017,May,05-May,20170531,May-2017,Weekday,MetroBus,Special Service Routes,411-E-Bus/Riverside,07/31/2021,1,2017,8,3
214,0,0,0,0,0,0,2020,May,05-May,20200531,May-20,Sunday,MetroBus,Feeder Routes,214-Northwest Feeder,07/31/2021,1,2020,8,3
240,3550.99998,27243.71356,3550.99998,,,,2017,July,07-Jul,20170731,Jul-2017,Saturday,MetroBus,Feeder Routes,240-Rutland,07/31/2021,1,2017,10,4
335,1646,14945.8684,7394.2851,6737.18125,13335.18116,2566.25,2020,March,03-Mar,20200331,Mar-20,Saturday,MetroBus,Crosstown Routes,335-335 35th/38th,07/31/2021,1,2020,6,2
315,0,0,0,0,0,0,2017,November,11-Nov,20171130,Nov-2017,Saturday,MetroBus,Crosstown Routes,315-Ben White,07/31/2021,1,2018,2,1
217,7005.2882,55349.33774,14631.78818,0,0,0,2020,May,05-May,20200531,May-20,Weekday,MetroBus,Feeder Routes,217-Montopolis Feeder,07/31/2021,1,2020,8,3
450,0,0,0,0,0,0,2018,January,01-Jan,20180131,Jan-2018,Sunday,MetroBus,Special Service Routes,450-Bus Bridge RATP Dev,07/31/2021,1,2018,4,2
656,0,0,0,0,0,0,2017,December,12-Dec,20171231,Dec-2017,Sunday,MetroBus,UT Shuttles,656-Intramural Fields/UT,07/31/2021,1,2018,3,1
135,376.95063,2365.3169,1130.79299,1852.50782,3665.37186,707.48722,2019,March,03-Mar,20190331,Mar-2019,Weekday,MetroBus,Flyer Routes,135-Dell Limited,07/31/2021,1,2019,6,2
171,3971.3716,18280.90394,7398.2122,9006.37728,21165.48294,4479.5694,2018,February,02-Feb,20180228,Feb-2018,Weekday,MetroBus,Flyer Routes,171-Oak Hill Flyer,07/31/2021,1,2018,5,2
661,293,659,293,442.70588,831.77406,442.70588,2019,May,05-May,20190531,May-2019,Saturday,MetroBus,UT Shuttles,661-Far West/UT,07/31/2021,1,2019,8,3
22,0,0,0,25717.11814,25717.11814,11765.6956,2018,November,11-Nov,20181130,Nov-2018,Weekday,MetroBus,Local Routes,22-Exposition/Chicon Counter-clockwise,07/31/2021,1,2019,2,1
987,0,0,0,0,0,0,2018,March,03-Mar,20180331,Mar-2018,Saturday,MetroExpress,MetroExpress,987-Leander/Lakeline Express,07/31/2021,1,2018,6,2
339,890.99995,1665.99995,1665.99995,0,0,0,2018,November,11-Nov,20181130,Nov-2018,Sunday,MetroBus,Crosstown Routes,339-Tuscany,07/31/2021,1,2019,2,1
7,12755,26101.5,26101.5,44369.59994,44369.59994,25857.3333,2020,November,11-Nov,20201130,Nov-20,Saturday,MetroBus,Local Routes,7-Duval / Dove Springs,07/31/2021,1,2021,2,1
383,5187.66665,35675.88314,5187.66665,3921,32857.29839,3921,2018,July,07-Jul,20180731,Jul-2018,Sunday,MetroBus,Crosstown Routes,383-Research/Braker,07/31/2021,1,2018,10,4
663,238.94736,3297.34636,744.83328,,,,2017,September,09-Sep,20170930,Sep-2017,Sunday,MetroBus,UT Shuttles,663-Lake Austin/UT,07/31/2021,1,2017,12,4
310,2546,27896.89965,2546,3543,29192.91661,3543,2020,April,04-Apr,20200430,Apr-20,Saturday,MetroBus,Crosstown Routes,310-Parker/Wickersham,07/31/2021,1,2020,7,3
2,17594.7704,210536.13438,51412.24223,,,,2017,September,09-Sep,20170930,Sep-2017,Weekday,MetroBus,Local Routes,2-Rosewood,07/31/2021,1,2017,12,4
17,44947.0246,228594.91262,88367.0092,93428.29083,240269.50401,46809.5502,2018,February,02-Feb,20180228,Feb-2018,Weekday,MetroBus,Local Routes,17-Cesar Chavez,07/31/2021,1,2018,5,2
142,0,0,0,0,0,0,2019,March,03-Mar,20190331,Mar-2019,Sunday,MetroBus,Flyer Routes,142-Metric Flyer,07/31/2021,1,2019,6,2
981,0,12020.10635,0,4247.23574,16418.88271,2105.8675,2020,May,05-May,20200531,May-20,Weekday,MetroExpress,MetroExpress,981-Oak Knoll Express,07/31/2021,1,2020,8,3
105,0,0,0,0,0,0,2020,March,03-Mar,20200331,Mar-20,Saturday,MetroBus,Flyer Routes,105-South 5th Flyer,07/31/2021,1,2020,6,2
492,0,0,0,0,0,0,2018,October,10-Oct,20181031,Oct-2018,Sunday,MetroBus,Special Service Routes,492-Delwood,07/31/2021,1,2019,1,1
315,2018,2018,2018,2111.20832,2111.20832,2111.20832,2019,October,10-Oct,20191031,Oct-2019,Sunday,MetroBus,Crosstown Routes,315-Ben White,07/31/2021,1,2020,1,1
217,1423.33331,3244.41661,3244.41661,0,0,0,2019,December,12-Dec,20191231,Dec-2019,Sunday,MetroBus,Feeder Routes,217-Montopolis Feeder,07/31/2021,1,2020,3,1
